"MakeDate","Year","MonthDay","JyoCD","Kaiji","Nichiji","RaceNum","Num","KettoNum","Bamei","UmaKigoCD","SexCD","TozaiCD","ChokyosiCode","ChokyosiRyakusyo","Futan","Koryu"
"20240115","2024","0121","08","01","07","11","006","2016101745","ゲンパチルシファー","00","1","2","00429","佐々木晶","570","0",
"20240115","2024","0121","08","01","07","11","007","2018102260","サンライズウルス","00","1","2","01164","安田翔伍","570","0",
"20240115","2024","0121","08","01","07","11","008","2016100617","スマッシングハーツ","05","1","2","01172","新谷功一","570","0",
"20240115","2024","0121","08","01","07","11","009","2019105308","タイセイドレフォン","00","1","2","01148","西村真幸","570","0",
"20240115","2024","0121","08","01","07","11","010","2017103000","バビット","00","1","2","01138","浜田多実","570","0",
"20240115","2024","0121","08","01","07","11","011","2019101613","ビヨンドザファザー","00","1","2","01062","藤岡健一","570","0",
"20240115","2024","0121","08","01","07","11","012","2020106565","ブライアンセンス","00","1","1","01086","斎藤誠","560","0",
"20240115","2024","0121","08","01","07","11","013","2018104059","ブラックアーメット","00","1","2","01121","角田晃一","570","0",
"20240115","2024","0121","08","01","07","11","014","2018106084","ペプチドナイル","00","1","2","01161","武英智","570","0",
"20240115","2024","0121","08","01","07","11","015","2018105431","ミッキーヌチバナ","00","1","2","01136","高橋亮","570","0",
"20240115","2024","0121","08","01","07","11","016","2019104983","レッドファーロ","00","1","2","01092","松永幹夫","570","0",
"20240115","2024","0121","08","01","07","11","017","2018104948","ヴィクティファルス","00","3","2","01144","池添学","570","0",
"20240115","2024","0121","10","01","04","09","001","2020110068","エイムインライフ","06","2","2","01121","角田晃一","560","0",
"20240115","2024","0121","10","01","04","09","002","2020101265","オコジュ","00","2","1","01010","中野栄治","560","0",
"20240115","2024","0121","10","01","04","09","003","2020102718","オルフェスト","00","2","1","01150","池上昌和","560","0",
"20240115","2024","0121","10","01","04","09","004","2018105386","カフジヴィオレッタ","05","2","2","01142","森田直行","560","0",
"20240115","2024","0121","10","01","04","09","005","2020104911","キュベリン","00","2","1","01195","嘉藤貴行","560","0",
"20240115","2024","0121","10","01","04","09","006","2020103885","クリノゴッホ","00","1","1","01051","岩戸孝樹","580","0",
"20240115","2024","0121","10","01","04","09","007","2020100347","クリノリアルレディ","00","2","1","01031","伊藤伸一","560","0",
"20240115","2024","0121","10","01","04","09","008","2020101481","サザンレイク","05","2","1","01029","根本康広","560","0",
"20240115","2024","0121","10","01","04","09","009","2019110127","サトノプリエール","11","2","2","01151","斉藤崇史","560","0",
"20240115","2024","0121","10","01","04","09","010","2019101031","サミュエル","00","2","1","01115","菊沢隆徳","560","0",
"20240115","2024","0121","10","01","04","09","011","2019102068","シャウビンダー","00","2","2","01105","須貝尚介","560","0",
"20240115","2024","0121","10","01","04","09","012","2018105523","シュライエン","00","2","2","01117","高野友和","560","0",
"20240115","2024","0121","10","01","04","09","013","2020104824","シンデレラスマイル","00","2","1","01064","武藤善則","560","0",
"20240115","2024","0121","10","01","04","09","014","2019104764","ジェットグリッター","05","2","1","01047","勢司和浩","560","0",
"20240115","2024","0121","10","01","04","09","015","2020103422","ジュエルピーチ","00","2","2","01148","西村真幸","560","0",
"20240115","2024","0121","10","01","04","09","016","2020104415","スピニングマーリン","00","2","1","01187","西田雄一","560","0",
"20240115","2024","0121","10","01","04","09","017","2020104545","スマートメイプル","00","2","2","01075","矢作芳人","560","0",
"20240115","2024","0121","10","01","04","09","018","2020102488","トーセンエスクード","00","1","1","01115","菊沢隆徳","580","0",
"20240115","2024","0121","10","01","04","09","019","2018100618","トーホウジュナール","00","2","2","00431","谷潔","560","0",
"20240115","2024","0121","10","01","04","09","020","2019100936","ニシノタマユラ","00","2","1","01174","深山雅史","560","0",
"20240115","2024","0121","10","01","04","09","021","2020105492","ニシノピウモッソ","00","1","1","01187","西田雄一","580","0",
"20240115","2024","0121","10","01","04","09","022","2019101643","バシレウスシチー","05","1","2","01066","岡田稲男","580","0",
"20240115","2024","0121","10","01","04","09","023","2020106821","ピースフルナイト","00","2","2","01117","高野友和","560","0",
"20240115","2024","0121","10","01","04","09","024","2019104874","フルティージャ","05","2","1","01189","堀内岳志","560","0",
"20240115","2024","0121","10","01","04","09","025","2019101276","ブルーグロット","00","1","1","01031","伊藤伸一","580","0",
"20240115","2024","0121","10","01","04","09","026","2019104560","ヘレンキムゼー","05","1","1","01097","鹿戸雄一","580","0",
"20240115","2024","0121","10","01","04","09","027","2020104796","ホイッスルソング","00","2","1","01133","黒岩陽一","560","0",
"20240115","2024","0121","10","01","04","09","028","2020100295","メリトリオ","00","1","1","01102","大竹正博","580","0",
"20240115","2024","0121","10","01","04","09","029","2019102306","ラッキーミーティア","05","2","1","01177","伊坂重信","560","0",
"20240115","2024","0121","10","01","04","09","030","2020102229","リシャールケリー","00","1","2","01181","茶木太樹","580","0",
"20240115","2024","0121","10","01","04","09","031","2020103721","レイカットスルー","00","1","1","01169","加藤士津","580","0",
"20240115","2024","0121","10","01","04","10","001","2018100967","アスカノミライ","05","1","2","01003","川村禎彦","580","0",
"20240115","2024","0121","10","01","04","10","002","2018105462","アナレンマ","00","3","2","01055","藤原英昭","580","0",
"20240115","2024","0121","10","01","04","10","003","2019106932","エヴィダンシア","00","1","2","01055","藤原英昭","580","0",
"20240115","2024","0121","10","01","04","10","004","2018105260","サンデージャック","00","1","2","01073","宮本博","580","0",
"20240115","2024","0121","10","01","04","10","005","2019100796","シーグラス","00","2","1","01064","武藤善則","560","0",
"20240115","2024","0121","10","01","04","10","006","2020103663","シリンガバルガリス","00","3","2","01092","松永幹夫","570","0",
"20240115","2024","0121","10","01","04","10","007","2019105480","ジェンヌ","00","2","2","01042","安達昭夫","560","0",
"20240115","2024","0121","10","01","04","10","008","2020104302","スマートファントム","00","1","2","01140","石橋守","570","0",
"20240115","2024","0121","10","01","04","10","009","2019100549","タガノバルコス","00","1","2","01046","鮫島一歩","580","0",
"20240115","2024","0121","10","01","04","10","010","2018105084","ファジェス","00","2","2","00438","安田隆行","560","0",
"20240115","2024","0121","10","01","04","10","011","2020105656","フルール","00","2","1","01192","上原佑紀","550","0",
"20240115","2024","0121","10","01","04","10","012","2019100831","プリマヴィータ","05","2","2","01041","藤沢則雄","560","0",
"20240115","2024","0121","10","01","04","10","013","2019105441","ヴォルゴグラード","00","1","2","01123","牧田和弥","580","0",
"20240115","2024","0121","10","01","04","11","001","2019106414","アスクビックスター","00","1","2","01075","矢作芳人","550","0",
"20240115","2024","0121","10","01","04","11","002","2019106684","イチネンエーグミ","00","1","2","01181","茶木太樹","550","0",
"20240115","2024","0121","10","01","04","11","003","2019110040","ウラヤ","06","1","2","01098","野中賢二","550","0",
"20240115","2024","0121","10","01","04","11","004","2019103004","グラストンベリー","00","2","2","01062","藤岡健一","520","0",
"20240115","2024","0121","10","01","04","11","005","2017104056","サトノスライヴ","00","1","1","01192","上原佑紀","540","0",
"20240115","2024","0121","10","01","04","11","006","2019103419","サンライズアリオン","00","1","2","01082","平田修","570","0",
"20240115","2024","0121","10","01","04","11","007","2019103055","シルバーブレッド","00","1","2","01166","石坂公一","550","0",
"20240115","2024","0121","10","01","04","11","008","2019101778","スマートムーラン","00","2","2","01058","大久保龍","530","0",
"20240115","2024","0121","10","01","04","11","009","2019100539","タガノエスコート","00","1","2","01185","小林真也","570","0",
"20240115","2024","0121","10","01","04","11","010","2018100830","ダイシンピスケス","00","1","2","00427","森秀行","560","0",
"20240115","2024","0121","10","01","04","11","011","2017106012","ダッチマン","00","3","2","01002","音無秀孝","540","0",
"20240115","2024","0121","10","01","04","11","012","2018102048","ハイエストポイント","00","1","2","01111","鈴木孝志","550","0",
"20240115","2024","0121","10","01","04","11","013","2018102060","ハンディーズピーク","00","1","2","01058","大久保龍","550","0",
"20240115","2024","0121","10","01","04","11","014","2018105471","ビオグラフィア","00","1","2","01149","松下武士","550","0",
"20240115","2024","0121","10","01","04","11","015","2020102818","メイクザビート","00","1","2","01028","西園正都","550","0",
"20240115","2024","0121","10","01","04","11","016","2019103917","メイショウジブリ","00","1","2","01121","角田晃一","550","0",
"20240115","2024","0121","10","01","04","11","017","2020106196","メイショウモズ","00","1","2","01083","松永昌博","560","0",
"20240115","2024","0121","10","01","04","11","018","2018101075","モズマゾク","00","1","2","01178","杉山佳明","550","0",
"20240115","2024","0121","10","01","04","11","019","2018104754","リファインドマナー","05","2","2","01178","杉山佳明","510","0",
"20240115","2024","0121","10","01","04","11","020","2018106451","レイクリエイター","00","1","2","01138","浜田多実","540","0",
"20240115","2024","0121","10","01","04","11","021","2019104729","レリジールダモーレ","00","2","2","01129","高橋義忠","520","0",
"20240115","2024","0121","10","01","04","11","022","2020102061","ローズスター","00","1","2","01168","上村洋行","550","0",
"20240115","2024","0121","10","01","04","11","023","2018105503","ロコポルティ","00","1","2","01028","西園正都","560","0",
