"RecordSpec","DataKubun","MakeDate","KettoNum","HansyokuFNum","HansyokuMNum","BirthYear","SaleCode","SaleHostName","SaleName","FromDate","ToDate","Barei","Price"
"HS","1","20070808","1997100550","11201339","12237685","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004725000",
"HS","1","20070808","1997100557","11201253","12213541","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0007350000",
"HS","1","20070808","1997100574","11201520","12237370","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0005250000",
"HS","1","20070808","1997100577","11201558","12219104","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003150000",
"HS","1","20070808","1997100583","11201503","12235553","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0006090000",
"HS","1","20070808","1997100584","11201120","12232033","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0003150000",
"HS","1","20070808","1997100587","11201553","12225924","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0011025000",
"HS","1","20070808","1997100595","11201449","12239071","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0004200000",
"HS","1","20070808","1997100597","11200881","12222094","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0010395000",
"HS","1","20070808","1997100600","11201596","12230552","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0002940000",
"HS","1","20070808","1997100605","11201449","12232712","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0006405000",
"HS","1","20070808","1997100621","11201559","12239616","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0008400000",
"HS","1","20070808","1997100622","11201503","12224837","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0006825000",
"HS","1","20070808","1997100623","11201157","12225932","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0007455000",
"HS","1","20070808","1997100624","11201551","12233134","1997","001017","日高軽種馬農業協同組合","北海道７月市場","19970702","19970702","0","0021525000",
"HS","1","20070808","1997100632","11201588","12227721","1997","001017","日高軽種馬農業協同組合","北海道７月市場","19970702","19970702","0","0028350000",
"HS","1","20070808","1997100637","11201397","12220849","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0007560000",
"HS","1","20070808","1997100649","11201050","12238401","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0013650000",
"HS","1","20070808","1997100661","11201401","12235560","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0005355000",
"HS","1","20070808","1997100665","11201520","12234060","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0007875000",
"HS","1","20070808","1997100671","11201559","12236916","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003150000",
"HS","1","20070808","1997100702","11201559","12227435","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003675000",
"HS","1","20070808","1997100704","11201071","12235573","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003727500",
"HS","1","20070808","1997100705","11201327","12225870","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0009450000",
"HS","1","20070808","1997100707","11201166","12236901","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0009030000",
"HS","1","20070808","1997100713","11201558","12236902","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003675000",
"HS","1","20070808","1997100716","11201559","12235569","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004200000",
"HS","1","20070808","1997100718","11201166","12233255","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0005355000",
"HS","1","20070808","1997100734","11201507","12229097","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0042525000",
"HS","1","20070808","1997100749","11200790","12222988","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003255000",
"HS","1","20070808","1997100749","11200790","12222988","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0005460000",
"HS","1","20070808","1997100758","11201166","12224081","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0013650000",
"HS","1","20070808","1997100765","11201588","12236905","1997","001015","日高軽種馬農業協同組合","北海道５月３歳トレーニングセール","19990517","19990517","2","0017640000",
"HS","1","20070808","1997100768","11201050","12227738","1997","001015","日高軽種馬農業協同組合","北海道５月３歳トレーニングセール","19990517","19990517","2","0005880000",
"HS","1","20070808","1997100772","11201239","12229054","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0005250000",
"HS","1","20070808","1997100775","11201587","12236906","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0005250000",
"HS","1","20070808","1997100802","11200761","12222568","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0005250000",
"HS","1","20070808","1997100823","11201157","12232103","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003150000",
"HS","1","20070808","1997100826","11201071","12230624","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003150000",
"HS","1","20070808","1997100830","11201166","12230626","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0010500000",
"HS","1","20070808","1997100832","11201524","12236223","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0006405000",
"HS","1","20070808","1997100859","11201101","12234080","1997","001017","日高軽種馬農業協同組合","北海道７月市場","19970702","19970702","0","0012600000",
"HS","1","20070808","1997100865","11201593","12238283","1997","001015","日高軽種馬農業協同組合","北海道５月３歳トレーニングセール","19990517","19990517","2","0008505000",
"HS","1","20070808","1997100869","11200779","12234062","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003990000",
"HS","1","20070808","1997100874","11201593","12225658","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0023625000",
"HS","1","20070808","1997100876","11201343","12238287","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0009555000",
"HS","1","20070808","1997100884","11201230","12218984","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0001575000",
"HS","1","20070808","1997100892","11201559","12238288","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0010500000",
"HS","1","20070808","1997100899","11201588","12238289","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0010500000",
"HS","1","20070808","1997100904","11201556","12238286","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0008505000",
"HS","1","20070808","1997100916","11201385","12236262","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0006300000",
"HS","1","20070808","1997100922","11201520","12230648","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0008190000",
"HS","1","20070808","1997100926","11201495","12238290","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0022050000",
"HS","1","20070808","1997100927","11201588","12227369","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0019950000",
"HS","1","20070808","1997100928","11201343","12229053","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0014700000",
"HS","1","20070808","1997100929","11201559","12236925","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0005250000",
"HS","1","20070808","1997100931","11201588","12235605","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0008505000",
"HS","1","20070808","1997100933","11201401","12232112","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0005250000",
"HS","1","20070808","1997100933","11201401","12232112","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0004200000",
"HS","1","20070808","1997100949","11201542","12230991","1997","001017","日高軽種馬農業協同組合","北海道７月市場","19970702","19970702","0","0015750000",
"HS","1","20070808","1997100952","11201558","12238294","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0005250000",
"HS","1","20070808","1997100962","11201182","12226441","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003465000",
"HS","1","20070808","1997100963","11201596","12232090","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19971014","19971014","0","0013650000",
"HS","1","20070808","1997100965","11201354","12230620","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0005565000",
"HS","1","20070808","1997100966","11201182","12224559","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0004200000",
"HS","1","20070808","1997100967","11200790","12239651","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0008400000",
"HS","1","20070808","1997100981","11201410","12236309","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0004725000",
"HS","1","20070808","1997100984","11201449","12236931","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0007350000",
"HS","1","20070808","1997100990","11201550","12235922","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0022050000",
"HS","1","20070808","1997101008","11201157","12227766","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0002100000",
"HS","1","20070808","1997101011","11201558","12219562","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0008925000",
"HS","1","20070808","1997101014","11201596","12235529","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0004200000",
"HS","1","20070808","1997101015","11201232","12238797","1997","001017","日高軽種馬農業協同組合","北海道７月市場","19970702","19970702","0","0031920000",
"HS","1","20070808","1997101018","11201542","12225961","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004830000",
"HS","1","20070808","1997101031","11201579","12224571","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0008400000",
"HS","1","20070808","1997101039","11201372","12235620","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003780000",
"HS","1","20070808","1997101048","11200896","12225963","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0000525000",
"HS","1","20070808","1997101050","11201565","12227103","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003885000",
"HS","1","20070808","1997101050","11201565","12227103","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0008400000",
"HS","1","20070808","1997101056","11201559","12224389","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0010605000",
"HS","1","20070808","1997101057","11201166","12232084","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0001890000",
"HS","1","20070808","1997101069","11201524","12221510","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0001585500",
"HS","1","20070808","1997101070","11201558","12226453","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0011865000",
"HS","1","20070808","1997101072","11201016","12225005","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0013650000",
"HS","1","20070808","1997101080","11201239","12236945","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0002100000",
"HS","1","20070808","1997101092","11200761","12222523","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004200000",
"HS","1","20070808","1997101097","11201588","12231238","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0007875000",
"HS","1","20070808","1997101098","11200779","12233173","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0002625000",
"HS","1","20070808","1997101100","11200941","12234698","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0006300000",
"HS","1","20070808","1997101102","11201558","12230660","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0008505000",
"HS","1","20070808","1997101105","11201503","12227957","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0009660000",
"HS","1","20070808","1997101106","11201588","12233927","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0007350000",
"HS","1","20070808","1997101112","11200415","12222981","1997","001017","日高軽種馬農業協同組合","北海道７月市場","19970702","19970702","0","0039900000",
"HS","1","20070808","1997101113","11200881","12235627","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0013650000",
"HS","1","20070808","1997101122","11201587","12229358","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003885000",
"HS","1","20070808","1997101123","11201476","12233128","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003675000",
"HS","1","20070808","1997101129","11201166","12231287","1997","001015","日高軽種馬農業協同組合","北海道５月３歳トレーニングセール","19990517","19990517","2","0016275000",
"HS","1","20070808","1997101143","11201495","12236598","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0005250000",
"HS","1","20070808","1997101163","11201381","12232187","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0007350000",
"HS","1","20070808","1997101166","11200881","12221358","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0015750000",
"HS","1","20070808","1997101182","11201589","12227627","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004200000",
"HS","1","20070808","1997101192","11201514","12224317","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0004620000",
"HS","1","20070808","1997101196","11201401","12236608","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0006405000",
"HS","1","20070808","1997101234","11201589","12236614","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004725000",
"HS","1","20070808","1997101242","11201101","12231133","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0002950500",
"HS","1","20070808","1997101243","11201538","12236615","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003150000",
"HS","1","20070808","1997101244","11200896","12226446","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004200000",
"HS","1","20070808","1997101246","11201573","12234236","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004725000",
"HS","1","20070808","1997101257","11201551","12237535","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0021000000",
"HS","1","20070808","1997101273","11201511","12231261","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0008400000",
"HS","1","20070808","1997101274","11201261","12219751","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004200000",
"HS","1","20070808","1997101275","11201327","12226926","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0004200000",
"HS","1","20070808","1997101289","11200667","12239993","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0002100000",
"HS","1","20070808","1997101291","11201166","12223915","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0015855000",
"HS","1","20070808","1997101308","11201238","12234743","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0002205000",
"HS","1","20070808","1997101309","11201553","12222949","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0008505000",
"HS","1","20070808","1997101334","11200449","12229028","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0014805000",
"HS","1","20070808","1997101351","11201372","12234985","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0001260000",
"HS","1","20070808","1997101352","11201514","12231327","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004200000",
"HS","1","20070808","1997101355","11201183","12235662","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004200000",
"HS","1","20070808","1997101359","11201558","12227310","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0005775000",
"HS","1","20070808","1997101367","11201016","12239476","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0008400000",
"HS","1","20070808","1997101369","11201587","12237999","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0017010000",
"HS","1","20070808","1997101371","11201333","12237998","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0016800000",
"HS","1","20070808","1997101372","11200449","12227640","1997","001015","日高軽種馬農業協同組合","北海道５月３歳トレーニングセール","19990517","19990517","2","0005775000",
"HS","1","20070808","1997101387","11200466","12222581","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004200000",
"HS","1","20070808","1997101405","11200908","12227678","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0000525000",
"HS","1","20070808","1997101418","11201343","12234261","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0004200000",
"HS","1","20070808","1997101420","11201538","12226036","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0005250000",
"HS","1","20070808","1997101423","11201399","12234260","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0002205000",
"HS","1","20070808","1997101424","11200415","12226049","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0006090000",
"HS","1","20070808","1997101425","11201514","12239183","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003675000",
"HS","1","20070808","1997101428","11200707","12230928","1997","002003","鹿児島県軽種馬協会","岩川市場","19980521","19980521","1","0013125000",
"HS","1","20070808","1997101434","11201554","12227603","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0008400000",
"HS","1","20070808","1997101448","11200421","12226000","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0003255000",
"HS","1","20070808","1997101451","11201398","12238884","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0011655000",
"HS","1","20070808","1997101456","11201183","12226001","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003675000",
"HS","1","20070808","1997101457","11201596","12230746","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0006300000",
"HS","1","20070808","1997101465","11201016","12223209","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0002100000",
"HS","1","20070808","1997101482","11201050","12226478","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0012705000",
"HS","1","20070808","1997101487","11201145","12227826","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0007035000",
"HS","1","20070808","1997101498","11201354","12221594","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0010500000",
"HS","1","20070808","1997101504","11201287","12232592","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0001060500",
"HS","1","20070808","1997101507","11201192","12232767","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004725000",
"HS","1","20070808","1997101522","11201262","12234999","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0004305000",
"HS","1","20070808","1997101531","11201538","12227832","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0009555000",
"HS","1","20070808","1997101543","11201261","12226185","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0015855000",
"HS","1","20070808","1997101557","11201166","12238019","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0009030000",
"HS","1","20070808","1997101562","11201399","12220764","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003150000",
"HS","1","20070808","1997101564","11201495","12237362","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0005460000",
"HS","1","20070808","1997101571","11201381","12235002","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0006300000",
"HS","1","20070808","1997101577","11201183","12210559","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0005250000",
"HS","1","20070808","1997101580","11200994","12231399","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0010500000",
"HS","1","20070808","1997101586","11201325","12233991","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0008400000",
"HS","1","20070808","1997101588","11201586","12221853","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0005250000",
"HS","1","20070808","1997101597","11201558","12240019","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0004725000",
"HS","1","20070808","1997101627","11200761","12230944","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0002625000",
"HS","1","20070808","1997101628","11201183","12240201","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0001575000",
"HS","1","20070808","1997101629","11201399","12232671","1997","001015","日高軽種馬農業協同組合","北海道５月３歳トレーニングセール","19990517","19990517","2","0011550000",
"HS","1","20070808","1997101633","11200449","12237552","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0006300000",
"HS","1","20070808","1997101637","11201261","12229065","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0006300000",
"HS","1","20070808","1997101641","11201131","12239081","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0017850000",
"HS","1","20070808","1997101643","11201579","12228541","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0008505000",
"HS","1","20070808","1997101645","11201262","12236637","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0002835000",
"HS","1","20070808","1997101651","11201514","12236639","1997","005001","ひだか東農業協同組合","ひだかトレーニングセール","19990518","19990518","2","0008820000",
"HS","1","20070808","1997101661","11201166","12235965","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0015330000",
"HS","1","20070808","1997101666","11201381","12225585","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003150000",
"HS","1","20070808","1997101667","11201465","12229078","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0021105000",
"HS","1","20070808","1997101669","11200842","12226986","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0006090000",
"HS","1","20070808","1997101684","11200449","12238028","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0006300000",
"HS","1","20070808","1997101694","11201514","12229217","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003255000",
"HS","1","20070808","1997101698","11201507","12235883","1997","003001","社団法人日本競走馬協会","セレクトセール","19980713","19980714","1","0014175000",
"HS","1","20070808","1997101709","11201228","12231401","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0001785000",
"HS","1","20070808","1997101710","11201514","12238035","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003255000",
"HS","1","20070808","1997101712","11201236","12230866","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003150000",
"HS","1","20070808","1997101729","11201551","12229403","1997","001012","日高軽種馬農業協同組合","北海道６月セレクト市場","19980608","19980608","1","0015750000",
"HS","1","20070808","1997101731","11201507","12238964","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0006300000",
"HS","1","20070808","1997101753","11201183","12230903","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0001785000",
"HS","1","20070808","1997101769","11201521","12238319","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0001575000",
"HS","1","20070808","1997101769","11201521","12238319","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0004515000",
"HS","1","20070808","1997101777","11201399","12230664","1997","006002","千葉県両総馬匹農業協同組合","両国市場","19990601","19990601","2","0012600000",
"HS","1","20070808","1997101780","11201589","12239339","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0002205000",
"HS","1","20070808","1997101782","11200987","12221419","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0002677500",
"HS","1","20070808","1997101785","11201520","12239340","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0009555000",
"HS","1","20070808","1997101786","11201262","12232697","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003675000",
"HS","1","20070808","1997101789","11200908","12225902","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0002100000",
"HS","1","20070808","1997101790","11200779","12227871","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0007245000",
"HS","1","20070808","1997101798","11201354","12238324","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0005355000",
"HS","1","20070808","1997101799","11201551","12237531","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19971014","19971014","0","0021105000",
"HS","1","20070808","1997101810","11201461","12229319","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0008400000",
"HS","1","20070808","1997101815","11201495","12230672","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0004725000",
"HS","1","20070808","1997101816","11201358","12223264","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19971014","19971014","0","0010605000",
"HS","1","20070808","1997101819","11201511","12225072","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003150000",
"HS","1","20070808","1997101846","11201105","12219209","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0003255000",
"HS","1","20070808","1997101849","11201595","12227877","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0001260000",
"HS","1","20070808","1997101866","11201398","12223285","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0012600000",
"HS","1","20070808","1997101881","11200941","12237978","1997","003001","社団法人日本競走馬協会","セレクトセール","19980713","19980714","1","0014175000",
"HS","1","20070808","1997101885","11201101","12239014","1997","001018","日高軽種馬農業協同組合","北海道７月特別市場","19980706","19980706","1","0014805000",
"HS","1","20070808","1997101898","11200779","12232710","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0010500000",
"HS","1","20070808","1997101929","11201452","12224302","1997","001010","日高軽種馬農業協同組合","北海道８月市場","19980803","19980807","1","0012075000",
"HS","1","20070808","1997101936","11201166","12224423","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0003150000",
"HS","1","20070808","1997101937","11201451","12237698","1997","001004","日高軽種馬農業協同組合","北海道１０月市場","19981014","19981016","1","0001155000",
"HS","1","20070808","1997101941","11201385","12228991","1997","008002","株式会社プレミアセール","プレミア３歳トレーニングセール","19990510","19990511","2","0006300000",
